year	country	gdp	pop	lifeExp
1955	nic	4503	1508020	46.59
1960	nic	4292	1774696	50.69
1965	nic	5892	2062633	54.88
1970	nic	6031	2398095	59.18
1975	nic	6680	2796748	62.95
1980	nic	4577	3249910	65.83
1985	nic	4112	3709091	68.89
1990	nic	3025	4144564	73.3
1995	nic	2934	4612229	74.4
2000	nic	3424	5026792	76
2005	nic	3740	5379327	76.6
2010	nic	3966	5737722	77.2
2015	nic	4712	6082032	78
1800	ner	446	1244861	30.8
1805	ner	446	1244861	30.8
1810	ner	447	1244861	30.8
1815	ner	447	1244861	30.8
1820	ner	447	1244861	30.8
1825	ner	458	1277939	30.8
1830	ner	470	1311895	30.8
1835	ner	481	1346754	30.8
1840	ner	493	1382540	30.8
1845	ner	505	1419276	30.8
1850	ner	517	1456988	30.8
1855	ner	530	1495702	30.8
1860	ner	543	1535445	30.8
1865	ner	556	1576244	30.8
1870	ner	569	1618127	30.8
1875	ner	583	1661123	30.8
1880	ner	598	1705262	30.8
1885	ner	612	1750573	30.8
1890	ner	627	1797089	30.8
1895	ner	643	1844840	30.8
1900	ner	658	1893860	30.8
1905	ner	674	1944183	30.8
1910	ner	691	1995842	30.8
1915	ner	710	2048875	30.8
1920	ner	735	2103316	30.8
1925	ner	770	2159205	30.8
1930	ner	806	2216578	30.8
1935	ner	844	2275475	30.8
1940	ner	883	2345735.7	30.8
1945	ner	924	2456793.2	31.12
1950	ner	967	2559703	35.53
1955	ner	1077	2959896	36.08
1960	ner	1220	3395212	36.82
1965	ner	1517	3921581	37.49
1970	ner	1376	4497355	38.24
1975	ner	1093	5171029	39.57
1980	ner	1353	5963159	42
1985	ner	997	6838170	44.63
1990	ner	924	7911884	47.2
1995	ner	811	9361912	49.5
2000	ner	778	11224523	52.4
2005	ner	788	13485436	55.9
2010	ner	841	16291990	59.2
2015	ner	943	19899120	61
1800	nga	851	12100855	30.4
1805	nga	859	12100855	30.4
1810	nga	867	12100855	30.4
1815	nga	874	12100855	30.4
1820	nga	882	12100855	30.4
1825	nga	903	12362158	30.4
1830	nga	923	12629103	30.4
1835	nga	945	12901812	30.4
1840	nga	966	13180411	30.4
1845	nga	989	13465025	30.4
1850	nga	1011	13755786	30.4
1855	nga	1034	14052824	30.4
1860	nga	1058	14356277	30.4
1865	nga	1083	14666283	30.4
1870	nga	1108	14982983	30.4
1875	nga	1133	15306522	30.4
1880	nga	1159	15637047	30.4
1885	nga	1186	15974709	30.4
1890	nga	1213	16319663	30.4
1895	nga	1241	16672065	30.4
1900	nga	1269	17032078	30.4
1905	nga	1299	17399864	30.4
1910	nga	1328	17775592	30.4
1915	nga	1396	18159434	30.4
1920	nga	1529	18551564	30.4
1925	nga	1685	18840038	30.4
1930	nga	1857	19104636	30.4
1935	nga	2046	22112083	30.4
1940	nga	2254	26453247.9	30.4
1945	nga	2483	31646693.4	31.2
1950	nga	2735	37859745	34.93
1955	nga	3106	41122333	37.35
1960	nga	3810	45211614	40.39
1965	nga	3524	50238569	43.29
1970	nga	3483	56131844	41.79
1975	nga	4044	63565598	49
1980	nga	4250	73698096	51.95
1985	nga	3258	83901570	53.54
1990	nga	3030	95617345	54.1
1995	nga	2740	108424822	55
2000	nga	2836	122876723	55.2
2005	nga	4130	139611303	56.8
2010	nga	5114	159424742	61.2
2015	nga	5727	182201962	64.6
1800	nor	1278	868570	37.92
1805	nor	1288	892887	44.27
1810	nor	1299	917885	36.48
1815	nor	1309	943583	45.58
1820	nor	1320	970000	46.96
1825	nor	1361	1044000	49.23
1830	nor	1403	1124000	45.75
1835	nor	1498	1188000	46.1
1840	nor	1604	1241000	45.62
1845	nor	1716	1319000	50.07
1850	nor	1675	1392000	49.53
1855	nor	1997	1479000	50.44
1860	nor	2033	1596000	50
1865	nor	2336	1690000	50.42
1870	nor	2483	1735000	50.86
1875	nor	2861	1803000	47.64
1880	nor	2827	1919000	51.91
1885	nor	2907	1944000	51.06
1890	nor	3251	1997000	48.6
1895	nor	3387	2083000	52.8
1900	nor	3643	2230000	53.47
1905	nor	3711	2309000	55.1
1910	nor	4332	2384000	57.99
1915	nor	5087	2498000	58.17
1920	nor	5483	2635000	58.89
1925	nor	5772	2747000	62.52
1930	nor	7369	2807000	64.11
1935	nor	7785	2889000	65.84
1940	nor	8349	2973027.8	65.89
1945	nor	8308	3091166.8	68.21
1950	nor	11452	3265278	71.64
1955	nor	13438	3429431	73.5
1960	nor	15542	3582016	73.66
1965	nor	18980	3724065	73.83
1970	nor	22186	3875719	74.19
1975	nor	27553	4006221	74.93
1980	nor	34346	4082525	75.8
1985	nor	40031	4148355	76.07
1990	nor	43296	4240375	76.6
1995	nor	50616	4359788	77.9
2000	nor	58699	4491572	78.6
2005	nor	63573	4624388	80.2
2010	nor	62946	4891251	81.1
2015	nor	64304	5210967	82
1800	omn	915	318000	32.3
1805	omn	916	318000	32.3
1810	omn	917	318000	32.3
1815	omn	918	318000	32.3
1820	omn	918	318000	32.3
1825	omn	937	322590	32.3
1830	omn	957	327246	32.3
1835	omn	977	331970	32.3
1840	omn	998	336762	32.3
1845	omn	1019	341623	32.3
1850	omn	1040	346554	32.3
1855	omn	1062	351556	32.3
1860	omn	1084	356630	32.3
1865	omn	1107	361778	32.3
1870	omn	1130	367000	32.3
1875	omn	1177	375219	32.3
1880	omn	1225	383621	32.3
1885	omn	1275	392212	32.3
1890	omn	1327	400995	32.3
1895	omn	1382	409975	32.3
1900	omn	1439	419156	32.3
1905	omn	1498	428542	32.3
1910	omn	1559	438139	32.3
1915	omn	1645	444663	32.3
1920	omn	1769	446323	32.3
1925	omn	1935	447990	32.3
1930	omn	2115	449663	32.3
1935	omn	2311	451342	32.3
1940	omn	2525	453028	32.3
1945	omn	2757	454720	32.79
1950	omn	3010	456418	35.17
1955	omn	3759	495824	39.82
1960	omn	4654	551737	44.64
1965	omn	5322	625007	49.13
1970	omn	19472	723850	53.26
1975	omn	22184	882044	58.2
1980	omn	21463	1154375	63.7
1985	omn	34967	1498416	68.35
1990	omn	35076	1812159	72.1
1995	omn	39194	2191864	73.9
2000	omn	45472	2239403	75.2
2005	omn	41270	2506891	76
2010	omn	49188	2943747	76.1
2015	omn	48226	4490541	77.2
1800	pak	1021	13123633	25.8
1805	pak	1021	13253533	25.8
1810	pak	1020	13384719	25.8
1815	pak	1019	13517204	25.8
1820	pak	1019	13651000	25.8
1825	pak	1020	13877257	25.8
1830	pak	1020	14107264	25.8
1835	pak	1021	14341083	25.8
1840	pak	1022	14578777	25.8
1845	pak	1023	14820411	25.8
1850	pak	1023	15066050	25.8
1855	pak	1024	15315761	25.8
1860	pak	1025	15569610	25.8
1865	pak	1026	15827666	25.8
1870	pak	1027	16090000	25.8
1875	pak	1039	16502950	25.8
1880	pak	1052	16926498	26.32
1885	pak	1094	17360917	26.97
1890	pak	1128	17806485	25.54
1895	pak	1115	18263489	23.59
1900	pak	1159	18732221	21.06
1905	pak	1244	19212984	20.09
1910	pak	1349	19706085	22.44
1915	pak	1339	20338721	23.99
1920	pak	1232	21189638	25.54
1925	pak	1359	22076155	27.09
1930	pak	1417	23216533	28.84
1935	pak	1333	25349383	30.64
1940	pak	1349	27678173	32.44
1945	pak	1309	31725744	34.34
1950	pak	1176	37542380	36.23
1955	pak	1166	40427072	41.56
1960	pak	1191	44911810	46.79
1965	pak	1421	50848775	51.01
1970	pak	1758	58094239	54.06
1975	pak	1811	66791496	56.68
1980	pak	2155	78071984	58.79
1985	pak	2603	92165065	60.43
1990	pak	2961	107607639	62.1
1995	pak	3255	122599749	61.8
2000	pak	3366	138250487	62.3
2005	pak	3910	153356383	62.2
2010	pak	4220	170043918	64.5
2015	pak	4743	188924874	65.9
1800	pan	847	78842	32.9
1805	pan	848	78842	32.9
1810	pan	848	78842	32.9
1815	pan	849	78842	32.9
1820	pan	850	78842	32.9
1825	pan	899	86236	32.9
1830	pan	951	94323	32.9
1835	pan	1006	103168	32.9
1840	pan	1064	112843	32.9
1845	pan	1126	123425	32.9
1850	pan	1191	135000	32.9
1855	pan	1260	144254	32.9
1860	pan	1333	154143	32.9
1865	pan	1411	164709	32.9
1870	pan	1492	176000	32.9
1875	pan	1579	188186	32.9
1880	pan	1670	201215	32.9
1885	pan	1767	215146	32.9
1890	pan	1870	230042	32.9
1895	pan	1978	245970	32.9
1900	pan	2093	263000	32.9
1905	pan	2214	293000	32.9
1910	pan	2342	326000	32.9
1915	pan	2478	383000	32.9
1920	pan	2622	487000	33.9
1925	pan	2777	497000	34.9
1930	pan	2941	515000	35.9
1935	pan	3115	592000	39.15
1940	pan	3299	696956.8	42.4
1945	pan	3493	790740.8	49.25
1950	pan	3172	859660	56.11
1955	pan	3407	981032	58.72
1960	pan	3970	1132924	61.62
1965	pan	5128	1314627	64.21
1970	pan	6345	1519293	66.66
1975	pan	6992	1745207	69.35
1980	pan	8486	1978575	71.72
1985	pan	8847	2219276	73.45
1990	pan	7463	2471010	74.9
1995	pan	8795	2738125	75.3
2000	pan	9954	3028751	76.5
2005	pan	11156	3319301	77.2
2010	pan	14921	3620506	77.3
2015	pan	20485	3929141	78.2
1800	png	546	754894	31.5
1805	png	547	754894	31.5
1810	png	547	754894	31.5
1815	png	547	754894	31.5
1820	png	548	754894	31.5
1825	png	557	778980	31.5
1830	png	567	803835	31.5
1835	png	576	829482	31.5
1840	png	586	855948	31.5
1845	png	596	883259	31.5
1850	png	607	911441	31.5
1855	png	617	940522	31.5
1860	png	627	970531	31.5
1865	png	638	1001497	31.5
1870	png	649	1033451	31.5
1875	png	660	1066425	31.5
1880	png	671	1100452	31.5
1885	png	683	1135563	31.5
1890	png	695	1171795	31.5
1895	png	707	1209183	31.5
1900	png	719	1247764	31.5
1905	png	731	1287576	31.5
1910	png	743	1328659	31.5
1915	png	760	1371052	31.5
1920	png	784	1414797	31.5
1925	png	811	1459939	31.5
1930	png	839	1506520	31.5
